Region,SubRegion,StudyArea,SurveyYear,BatchCode,SurveyIndex,SurveyDate,Latitude,Longitude,Management,StructureType,Richness
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6373,8/4/2011,27.8759,-93.81436,FGBNMS,HARD                                              ,29
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6374,8/4/2011,27.87545,-93.81385,FGBNMS,HARD                                              ,20
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6375,8/4/2011,27.8759,-93.81385,FGBNMS,HARD                                              ,16
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6376,8/4/2011,27.87455,-93.81333,FGBNMS,HARD                                              ,29
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6377,8/4/2011,27.87455,-93.81283,FGBNMS,HARD                                              ,31
Gulf of Mexico,Flower Garden Banks,West Bank,2011,GULF-FGBS-0800-1100,6378,8/4/2011,27.87456,-93.81181,FGBNMS,HARD                                              ,28
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6379,8/2/2011,27.91092,-93.60346,FGBNMS,HARD                                              ,25
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6380,8/1/2011,27.9186,-93.6035,FGBNMS,HARD                                              ,19
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6381,8/2/2011,27.90732,-93.60293,FGBNMS,HARD                                              ,28
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6382,8/2/2011,27.90506,-93.60241,FGBNMS,HARD                                              ,18
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6383,8/2/2011,27.90596,-93.60242,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6384,8/1/2011,27.90867,-93.60243,FGBNMS,HARD                                              ,31
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6385,8/1/2011,27.91003,-93.60244,FGBNMS,HARD                                              ,19
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6386,8/1/2011,27.9195,-93.60249,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6387,8/2/2011,27.90461,-93.6019,FGBNMS,HARD                                              ,16
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6388,8/2/2011,27.90687,-93.60191,FGBNMS,HARD                                              ,17
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6389,8/1/2011,27.90732,-93.60141,FGBNMS,HARD                                              ,27
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6390,8/2/2011,27.90868,-93.60142,FGBNMS,HARD                                              ,30
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6391,8/3/2011,27.91048,-93.60143,FGBNMS,HARD                                              ,27
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6392,8/3/2011,27.91093,-93.60143,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6393,8/2/2011,27.91229,-93.60143,FGBNMS,HARD                                              ,22
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6394,8/2/2011,27.91048,-93.60091,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6395,8/3/2011,27.91184,-93.60092,FGBNMS,HARD                                              ,26
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6396,8/1/2011,27.90868,-93.6004,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6397,8/1/2011,27.91049,-93.60041,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6398,8/1/2011,27.90643,-93.59988,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6399,8/2/2011,27.90733,-93.59988,FGBNMS,HARD                                              ,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6400,8/1/2011,27.91094,-93.5999,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6401,8/3/2011,27.90553,-93.59937,FGBNMS,HARD                                              ,18
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6402,8/2/2011,27.90959,-93.59939,FGBNMS,HARD                                              ,27
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6403,8/2/2011,27.91184,-93.5994,FGBNMS,HARD                                              ,31
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6404,8/3/2011,27.9141,-93.59941,FGBNMS,HARD                                              ,26
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6405,8/1/2011,27.90417,-93.59885,FGBNMS,HARD                                              ,19
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6406,8/1/2011,27.90914,-93.59888,FGBNMS,HARD                                              ,25
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6407,8/3/2011,27.91365,-93.5989,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6408,1/1/2011,27.90463,-93.59834,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6409,8/2/2011,27.90779,-93.59836,FGBNMS,HARD                                              ,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6410,8/2/2011,27.90869,-93.59837,FGBNMS,HARD                                              ,28
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6411,8/1/2011,27.91185,-93.59838,FGBNMS,HARD                                              ,24
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6412,8/3/2011,27.9123,-93.59839,FGBNMS,HARD                                              ,22
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6413,8/3/2011,27.90553,-93.59784,FGBNMS,HARD                                              ,22
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6414,8/2/2011,27.90734,-93.59785,FGBNMS,HARD                                              ,22
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6415,8/2/2011,27.90779,-93.59785,FGBNMS,HARD                                              ,27
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6416,8/2/2011,27.90463,-93.59733,FGBNMS,HARD                                              ,28
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6417,8/2/2011,27.90509,-93.59682,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6418,8/1/2011,27.90644,-93.59683,FGBNMS,HARD                                              ,21
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6419,8/1/2011,27.90779,-93.59684,FGBNMS,HARD                                              ,20
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6420,8/1/2011,27.9096,-93.59685,FGBNMS,HARD                                              ,25
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6421,8/2/2011,27.90464,-93.59631,FGBNMS,HARD                                              ,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6422,8/3/2011,27.90734,-93.59633,FGBNMS,HARD                                              ,23
Gulf of Mexico,Flower Garden Banks,East Bank,2011,GULF-FGBS-0800-1100,6423,8/3/2011,27.9087,-93.59634,FGBNMS,HARD                                              ,23
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
